Date,City,State,Shape,Duration,Summary,Posted
7/30/14,Worcester,MA,Triangle,20 minutes,Small buzzing boomerang/triangle distinct quiet buzz.,8/1/14
7/29/14,Chatham,MA,Triangle,3 minutes,Large red object over eastern Cape Cod.,8/1/14
7/29/14,Wakefield,MA,Circle,3 seconds,I saw a bright lighted circle just above a tree which then quickly dipped straight down behind the tree blocking my vision of it.,8/1/14
7/25/14,Woburn,MA,Other,7 minutes,My husband and I were driving home when we saw a really bright LED light in the sky. At first I thought it might be an airplane but whe,8/1/14
7/25/14,Hyannis,MA,Triangle,30 seconds,Three Triangular Glowing Craft.,7/26/14
7/22/14,Eastham,MA,Sphere,~1 minute,I was heading West on Rt6.  All of sudden this bright white sphere with no tail or any other color lights.  It flew low and fast coming,7/26/14
7/22/14,Boxborough,MA,Other,1 minute,Plane crash?,7/26/14
7/22/14,Worcester,MA,Unknown,~2 minutes,"Four bizarre orange lights in the southern sky over Worcester, MA just after midnight.",7/26/14
7/21/14,North Adams,MA,Sphere,5 minutes,Tell me someone else saw the same thing I saw last night!  Red flickering lights that appeared to be in a group or a circle.,7/26/14
7/19/14,Chicopee,MA,Fireball,4+ minutes,I was driving Mass Pike 90 westbound 1 min before exit 5 at 9:36 pm. I saw several what appeared to be helicopter like at first objects,7/20/14
7/19/14,Yarmouth Port,MA,Fireball,~5 minutes,Three red and orange fireballs in formation about Yarmouth Port Village area.,7/20/14
7/18/14,,MA,Circle,3 minutes,something falling from the sky...what could it be,7/26/14
7/12/14,Franklin,MA,Fireball,1 minute,Multiple soundless fireballs moving in pairs across eastern MA.,7/20/14
7/12/14,Hadley,MA,Unknown,45 seconds,Glowing orbs moving quickly.,7/20/14
7/9/14,Yarmouthport,MA,Other,20 minutes,"I was on my deck looking at the stars..  Saw a ""star"" moving rapidly and in a right to left motion.  I thought it was a plane.",8/1/14
7/8/14,Wakefield,MA,Cylinder,30 seconds,"Cylinder shaped object flying within our atmosphere in a North-Easterly direction, seen by Father & Daughter, both Public Accountants.",7/11/14
7/6/14,Seekonk,MA,Other,~1 minute,"5 objects in ""V"" pattern on I-195 East in Massachusetts.",7/11/14
7/5/14,Saugus,MA,Triangle,Seconds,"Speeding Triangular object in Sagus, MA.",7/26/14
7/5/14,Hadley,MA,Triangle,5 minutes?,Rotating orange lights form triangle that slowly floated over fields by river then disappeared,5/22/15
7/5/14,Saugus,MA,Other,1 minute,2 small orange glowing craft making no noise.,7/11/14
7/5/14,Billerica,MA,Fireball,15-20 minutes,Three glowing red yellow fireballs without tails sailing straight over house same route.,7/11/14
7/5/14,Fairhaven,MA,Light,5 minutes,"Three Silent Lights Spotted in Fairhaven, MA.",7/11/14
7/4/14,Pittsfield,MA,Other,2 minutes,"Gliding at fixed pace/position, small point of light gradually grew brighter causing object to appear significantly larger than stars,",7/5/14
7/3/14,Bourne,MA,Circle,4 minutes,"Standing on bank of Cape Cod canal with friend and his son Looking at the sky when his son said look at that star its changing colors,",7/26/14
6/30/14,Mansfield,MA,Fireball,4 minutes,Fireball,7/4/14
6/26/14,Cotuit,MA,,45 seconds,Total 5 orange objects.,8/1/14
6/22/14,Hyannis,MA,Sphere,2 minutes,Silver sphere hovered in the air with a bright light in front over rt 28.,6/24/14
6/22/14,Dedham,MA,Disk,~6-8 seconds,"UFO SAUCER SEEN GLIDING ACROSS SKY FOR 5-7 SECONDS, IN MASSACHUSETTS.",6/27/14
6/21/14,Lowell,MA,Fireball,3 minutes,Reddish/orange fireball/orb glided silently from north to south across the sky.,6/24/14
6/21/14,Whately,MA,Fireball,5 minutes,Orange fire ball looking object.  Moved at different speeds.,6/24/14
6/20/14,Gloucester,MA,Unknown,10 seconds,Extreme Bright White Glow  - 10 Second Event,7/4/14
6/19/14,Lowell,MA,Other,2 minutes,Yellowish/orange object that darted in multiple directions quickly.,6/20/14
6/15/14,Cape Cod,MA,Circle,90 seconds,Bright white circle flying at a high rate of speed.,6/24/14
6/14/14,New Bedford,MA,Fireball,2 minutes,"I was driving home on the highway and I always have ""eyes in the sky"" while driving.(not my first sighting) As I came off 195",6/20/14
6/14/14,West Springfield,MA,Fireball,3-4 seconds,I am nine years old and I was sitting outside with my mom after a party. I sighted a medium size fireball in the north sky my mom saw i,6/20/14
6/11/14,Stoughton,MA,Fireball,3 hours,"About 1 AM in the morning where an orange, circular craft that looked like it was literally on fire was seen hovering in place.",6/24/14
6/7/14,Mansfield,MA,Fireball,10-20 seconds,"Red Tailed Fireballs in Mansfield, MA, June 7, 2014.",6/13/14
6/7/14,Arlington,MA,Fireball,3 seconds,Turned off 95 N on to 2 E and immediately saw a large blue fireball very low in sky change shape and disappear in leftward motion,6/13/14
6/7/14,Peabody,MA,Circle,1 minute,Red object in sky over Northshore of Boston 6-7-14.,6/13/14
6/7/14,Provincetown,MA,Light,5+ minutes,Big white light over Truro.,6/13/14
6/6/14,Hatfield,MA,Formation,2 minutes,Two in unison one left behind.,6/13/14
5/25/14,Methuen,MA,Fireball,3 minutes,"We looked at the SW sky and noticed these fireballs, sort of.  Orange-Red.",6/4/14
5/25/14,Worcester,MA,Formation,5 minutes,4 solid red circular lights silently hovering and slowly moving eastward in a line formation.,6/4/14
5/24/14,Saugus,MA,Circle,10+ minutes,Small red white and blue flashing circle in the woods. Would flash fast then stop and start again.  Stayed still.,6/4/14
5/20/14,Peabody,MA,Fireball,15 minutes,2 Star-like UFOS moving in unison followed by another all going from S-N.  Then minutes later a 4th moving W-E at high speeds.,6/4/14
5/19/14,Dorchester,MA,Diamond,,Yellow light was hovering over the nerbirhood the disspared,6/4/14
5/12/14,Methuen,MA,Other,3 seconds,"I observed what appeared to be the phenomenon of ""Rods""  but with a deliberate purpose.",6/13/14
5/12/14,Tyngsboro/Dracut,MA,Cross,10 minutes,"Low hovering cross shaped craft with one orange/amber light in middle; middle was curved a bit, moved very quickly in a zig zag motion.",6/4/14
5/11/14,Reading,MA,Circle,Just saw it till i drove,"EXTREMELY SHINY, METALLIC & UNKNOWN IMMOBILE OBJECT.",6/4/14
5/10/14,Gloucester,MA,Egg,2-3 minutes,Egg shape craft with white lights.,6/4/14
5/9/14,Methuen,MA,Sphere,10 seconds,Two basket ball type orange/yellow sheres traveling east past a half moon.,6/4/14
5/6/14,Mendon,MA,Oval,3 minutes,"My friend and I were standing in my backyard talking as we saw a bright light come from the sky, it was abnormally bright.",6/4/14
4/14/14,Spencer,MA,Rectangle,15 seconds,Circular craft with 2 red and 2 green lights with a pulsating red-white let in the middle.,4/24/14
4/12/14,Quincy,MA,Oval,~30 minutes,Multiple pulsating and bizarre formations of reddish-orange orbs maneuvering at various projectories.,4/18/14
4/9/14,Pembroke,MA,Triangle,50 minutes,3 large slow quiet planes flying low over Pembroke to Boston,4/11/14
4/8/14,Quincy,MA,Light,~3 minutes,"Slow moving white light orb witnessed in Quincy, Mass, 4/8/14.",4/11/14
4/6/14,West Peabody,MA,Formation,1-3 minutes,"10+ small, white lights--like stars in the day--were twinkling and fading in and out of view, in a formation circling around each other",4/11/14
4/5/14,Wakefield,MA,Other,5 minutes,"Two small shiny, bright object with smoke billowing up from each.  Just above tree line.",4/11/14
4/3/14,Revere,MA,Formation,30 seconds,Fly over in V formation 17 to 23 craft bouncing around.,4/4/14
4/2/14,South Dennis,MA,Unknown,20 minutes,"Large ""thing"" at tree top level over power lines emitting rays of light from many openings/windows, glowing, red & yellow.",4/4/14
3/31/14,Hingham,MA,Disk,5 minutes,Two bright light saucers in sky.,4/4/14
3/29/14,Harwich,MA,Other,15 minutes,This ufo was just a beem of light in a circle form it had red orange and white lights and was glowing a transparent blue,4/4/14
3/27/14,Plymouth,MA,Other,>1 hour,Triangle 3 lights moving back and forth with single lights chasing them.,4/4/14
3/26/14,Everett,MA,Flash,5 seconds,Flashing streak across night sky.,3/27/14
3/25/14,Springfield,MA,Other,15 minutes,"Star-ship over Springfield housing; lights of white, red, blue, amber and teal.",3/27/14
3/7/14,Shirley,MA,Fireball,1.5-2 minutes,Large orange-red glowing ball shaped object falling slowly from high in the sky.,3/18/14
3/5/14,Medford,MA,Oval,minutes,Object seen on 93S by exit 31,3/18/14
3/5/14,Medford,MA,Oval,minutes,Object seen on 93S by Exit 31.,3/18/14
2/27/14,Springfield,MA,Circle,~5 minutes,3 white lights circling in formations around 1 big white light.,5/2/14
2/26/14,Taunton,MA,Oval,3 minutes,"Oval disk with three yellow lights on bottom, red and green light on either side producing a low drone, flew a few hundred feet above.",2/27/14
2/23/14,Dracut,MA,Diamond,All night,Extremely strange ships in Massachusetts skies.,2/27/14
2/22/14,Southampton,MA,Unknown,1 1l2 hours,Cross of lights with streams at ends covering the center of my binocular's field of vision.  Apparently stationary--moved with stars.,2/27/14
2/17/14,Pembroke,MA,Circle,90 seconds,Aircraft with 10-15 yellow orange lights on it all evenly spaced apart went across the sky.,2/21/14
2/15/14,Webster,MA,Unknown,1 minute,"Hovering solid and pulsing white lights, Pulsing white and colored lights, Mutliple sightings.",6/4/14
2/10/14,North Tewksbury,MA,Unknown,10 minutes,Three objects with red and white blinking lights all on the same flight path and none made any noise.,2/14/14
2/1/14,Stoughton,MA,Fireball,1 minute,"Wow, Was That Strange.",2/7/14
1/30/14,Yarmouth,MA,Oval,10,"Bright, flashing, amber colored, oval object stationary above Route 6 westbound on Cape Cod, MA.",1/30/14
1/30/14,Malden,MA,Light,it's still happening,"It looks a like a twinkling star, but this thing is moving in different directions.It's now 2:32am and it's still there.",1/30/14
1/25/14,Tewksbury,MA,Light,0:04,Green and red falling light over walgreens resembling a flare,1/30/14
1/23/14,Rutland,MA,Oval,4 minutes,Oval aircraft 100 yards away flying over tree line then flying away Green flashing lights on bottom.,1/24/14
1/21/14,Westport,MA,Changing,15 minutes,((HOAX??))  Huge object comes out of water at horseneck beach then disappears orange circle.,1/24/14
1/20/14,Westport,MA,Changing,15 minutes,Huge object comes out of water at horseneck beach then disappears orange circle.,1/24/14
1/13/14,Southwick,MA,Light,15-20 minutes,"Bright ""twinkling"" light appeared to be stationary and faded significantly during ~20 minutes of observation.",1/16/14
1/13/14,Agawam,MA,Light,20 minutes,"UFO, Agawam MA 1/13/14, white, blue, orange lights, slow moving, silent, impossible aviation moves, 3:10 am.",1/24/14
1/4/14,Lynn,MA,Circle,30 seconds,Three bright lights dove straight down only to disappear.,1/10/14
1/1/14,Boston,MA,Egg,15 minutes,"Over Boston, 4 bright orange lights approach separately, hover, then recede to the South East.",1/10/14
12/31/13,Bridgewater,MA,Unknown,1 minute,Red and green flashing lights from a flying object we couldn't make out or hear.,1/10/14
12/27/13,Haverhill,MA,Cigar,1 minute,"It was not far above the tree line, 200 feet?.....cruising along at the speed of a plane....but it had a different look than a plane...",1/10/14
12/27/13,Shrewsbury,MA,Light,5 Minutes,Bright light heading east. No sound. Just after dusk.,1/10/14
12/24/13,Lynn,MA,Formation,5 minutes,Four orange/red spheres in rotating formation.,1/10/14
12/24/13,Rutland,MA,Circle,10 minutes,Unexplained saucerlike aircrafts in Massachusetts,1/10/14
12/24/13,Methuen,MA,Light,20 seconds,Yellow/orange light over route 93 near Methuen.,1/10/14
12/20/13,Feeding Hills,MA,Fireball,3 seconds,"It was high in the sky shooting over Provin mountain, it was bright red with a red trail.",2/27/14
12/19/13,Methuen,MA,Sphere,5 minutes,"Eleven bright, orange colored orbs. First four in a formation type pattern, the next seven in a straight line.",12/23/13
12/18/13,East Longmeadow,MA,Circle,5 minutes,5  bright navigating objects in night sky,4/11/14
12/15/13,Worcester,MA,Other,15 seconds,"My son and I saw a very bright light swoop down, hover and then go straight up and disappear.",3/18/14
12/13/13,Whitman,MA,Circle,30 minutes,"It started off with one single orange glowing ball of light. At first it was stationary, but then began moving to the right at a slow p",12/23/13
12/13/13,Wakefield,MA,Circle,30 seconds,Bright white light that shot across the sky and then disappeared.,12/23/13
12/13/13,Gloucester,MA,Circle,45 seconds,Saw an orange light with a small streak behind it moving extremely fast either traveling out towards the ocean.,12/23/13
12/12/13,Marion,MA,Light,1 minute,Bright bluish-white light visible for 30 seconds to 1 minute and then gone in less than second,12/12/13
12/7/13,Natick,MA,Unknown,45 minutes,A big UFO flashed in red and green lights floating in the sky far away in the southeast direction probably over south Boston. There wer,12/12/13
12/7/13,Groton,MA,Light,5 minutes,Lights changing direction and disappeared,12/23/13
12/4/13,Dudley,MA,Circle,2 minutes,Bright white blinking light.  ((NUFORC Note:  Sighting of Venus.  PD)),12/5/13
11/30/13,Ashland,MA,Fireball,5 minutes,"15-20 Bright Orange objects Seen just outside of Boston, MA (Ashland-Hopkinton Area).",12/2/13
11/29/13,Fall River,MA,Light,7 seconds,"Shooting star object, much brighter that a star.",12/2/13
11/29/13,Maynard,MA,Sphere,10 seconds,"Flying lightbulb the size of a basketball over Maynard, MA.",12/2/13
11/28/13,Concord,MA,Unknown,30+ minutes,Unexplained light beams radiating high in the sky above west concord for at least an hour.,12/2/13
11/28/13,Westford,MA,Circle,10 seconds,Was driving and saw two circular unidentifies objects zooming past my field of vision. Then a few seconds later they passed by again at,12/2/13
11/28/13,Pittsfield,MA,Unknown,~3 minutes,Orange glowing line in sky.,12/2/13
11/28/13,Bridgewater,MA,Flash,5 minutes,Light over Bridgewater.,12/2/13
11/28/13,Boston,MA,Circle,90 minutes,White circular UFO outside Boston disappears--then reappears atop neon orange vertical-ellipse-shaped cloud & witnessed to Hartford CT.,12/2/13
11/28/13,Newbury,MA,Teardrop,10 seconds,Tear-dropped object over marsh area with tail and aura and haze.  Then vanished after 10 seconds.,12/2/13
11/26/13,Dennisport,MA,Disk,,A sideways disk made up of green blue yellow and red shot down making a big sound.,12/2/13
11/26/13,Dennisport,MA,Disk,,"We heard a sound, then a colorfful object shot out the sky. The object was a disk with green, red, yellow, blue and purple.",12/2/13
11/24/13,Ware,MA,Circle,30 minutes,Bright white light in circle shape over ware mass.,6/20/14
11/24/13,Worcester,MA,Triangle,20 minutes,"Bright stationary object in s/sw night sky.  ((NUFORC Note:  Sighting of the planet, Venus.  PD))",12/2/13
11/20/13,Bridgewater,MA,Formation,15 minutes,6 orange lights seen rising into sky and moved into a circle formation.,12/2/13
11/20/13,Bridgewater,MA,Circle,,Circle changed shape white lights suspended over house changed formation and up they went.,12/2/13
11/20/13,Bridgewater,MA,Fireball,4 minutes,Orange balls in sky.,12/2/13
11/20/13,Swansea,MA,Light,40 minutes,I saw reports from a friend in New Bedford.  He saw this.  I decided to look out my window and there it was.,12/2/13
11/20/13,New Bedford,MA,Light,all day,Bright light seen all day into the night.  Solid light and flashing it would would/is moving around the sky.,12/2/13
11/18/13,Natick,MA,Light,Still ongoing,Very bright white light with constant intensity and location in the WSW sky.  ((NUFORC Note:  We suspect a sighting of Venus.  PD)),11/20/13
11/16/13,Taunton,MA,Fireball,2 minutes,Fireball over Taunton.,11/20/13
11/16/13,Billerica,MA,Changing,2 hours,"Stationary bright white object observed in daytime sky in Billerica, MA",11/20/13
11/15/13,Millis,MA,Unknown,1.5 minutes,Red light moves an impossible patterns stops and vanishes moments later.,11/20/13
11/13/13,Bridgewater,MA,Triangle,30 minutes,Sighting of a number of craft with white and red lights.,11/20/13
11/11/13,Hamilton-Wenham,MA,Teardrop,5 minutes,10 orange and grey teardrop shaped lights flew silently and swiftly over head and then disappeared,11/20/13
